訂單編號,產品料號,目標數量,最早開始時間,交期,優先度,orderBomKey,已逾期天數
000001668625-2_0_0,ZGS1140123M,5,2022/2/12 05:25,2022/3/13 00:00,3,FFR0039012FR01EDISA_20220326_2_MFR0039201,28.77430556
000001711247-8_0_0,ZSS1143122M,4,2022/3/15 05:38,2022/4/13 00:00,3,FRR0032011RR01EDIAB_20220730_2_MRR0032101,28.76527778
000001665428-3_0_1,ZGS1175122M,6,2022/2/12 06:02,2022/3/13 00:00,4,FFR0064011FR01EDISA_20220326_2_MFR0064101,28.74861111
000001711311-2_0_0,ZIO1154122M,10,2022/2/16 06:06,2022/3/17 00:00,1,FHN0043011HS01SAIAT_20220611_2_MHN0043101,28.74583333
000001707605-2_0_0,ZGS1163123M,5,2022/2/5 06:45,2022/3/6 00:00,3,FFR0060012FR01EDISA_20220319_2_MFR0052201,28.71875
000001707606-4_0_2,ZGS1163123M,5,2022/2/12 06:45,2022/3/13 00:00,3,FFR0052012FR01EDISA_20220326_2_MFR0052201,28.71875
000001708497-5_0_0,ZGS1163123M,5,2022/2/18 06:45,2022/3/19 00:00,3,FFR0052012FR01EDISA_20220402_2_MFR0052201,28.71875
000001708498-4_0_2,ZGS1163123M,5,2022/2/25 06:45,2022/3/26 00:00,3,FFR0052012FR01EDISA_20220409_2_MFR0052201,28.71875
000001706455-4_0_0,ZQI1212122M,5,2022/1/18 07:18,2022/2/16 00:00,4,FPH0103011PO01EDIAQ_20220604_2_MPH0101101,28.69583333
000001706455-8_0_0,ZQI1212122M,5,2022/1/17 07:18,2022/2/15 00:00,4,FPH0115011PO01EDIAQ_20220604_2_MPH0101101,28.69583333
000001705572-1_0_1,ZSS1135123M,9,2022/2/24 07:30,2022/3/25 00:00,3,FRR0024012RR01EDIAB_20220709_2_MRR0024201,28.6875
000001710736-1_0_0,ZSS1135123M,9,2022/3/16 07:30,2022/4/14 00:00,3,FRR0024012RR01EDIAB_20220730_2_MRR0024201,28.6875
000001708080-5_0_1,ZNM1172122M,6,2022/3/19 07:44,2022/4/17 00:00,1,FML0057011ML01EDIAM_20220730_2_MML0061101,28.67777778
000001708080-6_0_1,ZNM1172122M,6,2022/3/19 07:44,2022/4/17 00:00,1,FML0059011ML01EDIAM_20220730_2_MML0061101,28.67777778
000001708080-8_0_1,ZNM1172122M,6,2022/3/19 07:44,2022/4/17 00:00,1,FML0063011ML01EDIAM_20220730_2_MML0061101,28.67777778
000001700404-3_0_1,ZUE1153123M,5,2022/2/12 08:36,2022/3/13 00:00,3,FTD0042012CF01FORSA_20220423_1_MTD0042201,28.64166667
000001706642-3_0_0,ZCM1123127M,5,2022/3/19 08:36,2022/4/17 00:00,3,FBL0020013BL01EDIAM_20220604_2_MBL0012601,28.64166667
000001706643-5_0_1,ZQI1223124M,5,2022/4/2 08:36,2022/5/1 00:00,3,FPH0138012PO01ATFAQ_20220423_2_MPH0112301,28.64166667
000001709484-4_0_1,ZCM1125126M,5,2022/4/16 08:36,2022/5/15 00:00,3,FBL0014015BL01EDIAM_20220618_2_MBL0014501,28.64166667
000001709485-4_0_1,ZQI1223124M,5,2022/4/30 08:36,2022/5/29 00:00,3,FPH0145011PO01ATFAQ_20220430_2_MPH0112301,28.64166667
000001709486-4_0_1,ZCM1123127M,5,2022/5/7 08:36,2022/6/5 00:00,3,FBL0012016BL01EDIAM_20220709_2_MBL0012601,28.64166667
000001709443-6_0_0,ZCM1142122M,4,2022/2/19 08:51,2022/3/20 00:00,3,FBL0033011BL01EDIAM_20220702_2_MBL0031101,28.63125
000001707051-3_0_1,ZQI1211122M,4,2022/1/18 09:49,2022/2/16 00:00,4,FPH0102011PO01EDIAQ_20220604_2_MPH0100101,28.59097222
000001707051-4_0_1,ZQI1211122M,4,2022/1/18 09:49,2022/2/16 00:00,4,FPH0104011PO01EDIAQ_20220604_2_MPH0100101,28.59097222
000001707051-6_0_1,ZQI1211122M,4,2022/1/18 09:49,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,28.59097222
000001707052-2_0_1,ZQI1211122M,4,2022/1/18 09:49,2022/2/16 00:00,4,FPH0116011PO01EDIAQ_20220604_2_MPH0100101,28.59097222
000001707052-8_0_0,ZQI1211122M,4,2022/1/25 09:49,2022/2/23 00:00,4,FPH0104011PO01EDIAQ_20220611_2_MPH0100101,28.59097222
000001707053-1_0_1,ZQI1211122M,4,2022/1/25 09:49,2022/2/23 00:00,4,FPH0104011PO01EDIAQ_20220611_2_MPH0100101,28.59097222
000001709096-3_0_1,ZGS1150123M,5,2022/1/29 10:18,2022/2/27 00:00,3,FFR0057012FR01EDISA_20220312_2_MFR0049201,28.57083333
000001709098-1_0_1,ZGS1150123M,5,2022/2/5 10:18,2022/3/6 00:00,3,FFR0049012FR01EDISA_20220319_2_MFR0049201,28.57083333
000001711235-1_0_0,ZGS1150123M,5,2022/2/12 10:18,2022/3/13 00:00,3,FFR0049012FR01EDISA_20220326_2_MFR0049201,28.57083333
000001711237-1_0_0,ZGS1150123M,5,2022/2/19 10:18,2022/3/20 00:00,3,FFR0057012FR01EDISA_20220402_2_MFR0049201,28.57083333
000001711238-1_0_1,ZGS1150123M,5,2022/3/5 10:18,2022/4/3 00:00,3,FFR0049012FR01EDISA_20220416_2_MFR0049201,28.57083333
000001711238-3_0_1,ZGS1150123M,5,2022/3/5 10:18,2022/4/3 00:00,3,FFR0057012FR01EDISA_20220416_2_MFR0049201,28.57083333
000001711603-6_0_0,ZBT1113123M,4,2022/1/28 10:21,2022/2/26 00:00,3,FAS0004012AS01EDIAM_20220611_2_MAS0002201,28.56875
000001689689-1_0_0,ZGS1178122M,5,2022/1/27 10:23,2022/2/25 00:00,4,FFR0067011FR01EDISA_20220312_2_MFR0067101,28.56736111
000001704507-3_0_2,ZGS1178122M,5,2022/3/10 10:23,2022/4/8 00:00,4,FFR0067011FR01EDISA_20220423_2_MFR0067101,28.56736111
000001704507-5_0_1,ZGS1178122M,5,2022/3/11 10:23,2022/4/9 00:00,4,FFR0071011FR01EDISA_20220423_2_MFR0067101,28.56736111
000001709474-2_0_1,ZGS1178122M,5,2022/3/17 10:23,2022/4/15 00:00,3,FFR0067011FR01EDISA_20220430_2_MFR0067101,28.56736111
000001709474-4_0_2,ZGS1178122M,5,2022/3/18 10:23,2022/4/16 00:00,3,FFR0071011FR01EDISA_20220430_2_MFR0067101,28.56736111
000001706305-5_0_0,ZUE1153123M,4,2022/2/8 10:50,2022/3/9 00:00,3,FTD0042012CF01SAISA_20220326_1_MTD0042201,28.54861111
000001665431-5_0_1,ZGS1174122M,5,2022/2/26 11:19,2022/3/27 00:00,4,FFR0063011FR01EDISA_20220409_2_MFR0063102,28.52847222
000001703683-2_0_0,ZBT1112122M,4,2022/3/11 11:22,2022/4/9 00:00,4,FAS0003011AS01EDIAM_20220723_2_MAS0001101,28.52638889
000001705571-6_0_0,ZSS1135123M,8,2022/2/24 11:40,2022/3/25 00:00,3,FRR0024012RR01EDIAB_20220709_2_MRR0024201,28.51388889
000001709922-4_0_0,ZSS1163123M,4,2022/2/4 11:41,2022/3/5 00:00,4,FRR0052012RR01EDIAB_20220618_2_MRR0052201,28.51319444
000001709922-5_0_0,ZSS1163123M,4,2022/2/18 11:41,2022/3/19 00:00,4,FRR0052012RR01EDIAB_20220702_2_MRR0052201,28.51319444
000001676401-2_0_0,ZGS1148123M,3,2022/2/5 12:09,2022/3/6 00:00,3,FFR0041012FR01EDISA_20220319_2_MFR0037201,28.49375
000001706418-5_0_0,ZCM1141123M,4,2022/2/19 12:17,2022/3/20 00:00,3,FBL0030012BL01EDIAM_20220702_2_MBL0030201,28.48819444
000001708293-3_0_1,ZUE1149122M,4,2022/4/30 13:10,2022/5/29 00:00,3,FTD0038011CF01FORSA_20220611_2_MTD0038101,28.45138889
000001710909-3_0_1,ZGS1162123M,4,2022/2/4 13:17,2022/3/5 00:00,3,FFR0051012FR01EDISA_20220319_2_MFR0051201,28.44652778
000001710910-3_0_1,ZGS1162123M,4,2022/2/5 13:17,2022/3/6 00:00,3,FFR0059012FR01EDISA_20220319_2_MFR0051201,28.44652778
000001695557-2_0_0,ZGS1140123M,4,2022/2/12 13:18,2022/3/13 00:00,3,FFR0043012FR01EDISA_20220326_2_MFR0039201,28.44583333
000001709480-1_0_1,ZGS1140123M,4,2022/3/26 13:18,2022/4/24 00:00,3,FFR0043012FR01EDISA_20220507_2_MFR0039201,28.44583333
000001709481-1_0_1,ZGS1140123M,4,2022/4/9 13:18,2022/5/8 00:00,3,FFR0039012FR01EDISA_20220521_2_MFR0039201,28.44583333
000001709482-1_0_1,ZGS1140123M,4,2022/4/16 13:18,2022/5/15 00:00,3,FFR0043012FR01EDISA_20220528_2_MFR0039201,28.44583333
000001704858-1_0_1,ZGS1173122M,5,2022/2/5 13:22,2022/3/6 00:00,4,FFR0062011FR01EDISA_20220319_2_MFR0062101,28.44305556
000001710111-5_0_0,ZIP1129123M,4,2022/1/15 13:35,2022/2/13 00:00,4,FHO0020011UD01EDIAN_20220521_2_MHO0018201,28.43402778
000001708080-2_0_1,ZNM1172122M,5,2022/3/12 13:57,2022/4/10 00:00,1,FML0059011ML01EDIAM_20220723_2_MML0061101,28.41875
000001711311-3_0_0,ZIO1154122M,8,2022/2/23 13:57,2022/3/24 00:00,1,FHN0043011HS01SAIAT_20220618_2_MHN0043101,28.41875
000001709793-4_0_0,ZKB1312125M,3,2022/1/18 14:00,2022/2/16 00:00,4,FJA0201014JA03EDIAM_20220604_2_MJA0201401,28.41666667
000001706438-1_0_0,ZHN1109122M,4,2022/2/25 14:13,2022/3/26 00:00,4,FGM0098013HJ04EDIA6_20220702_2_MGM0098101,28.40763889
000001707398-3_0_0,ZHN1100122M,4,2022/3/3 14:29,2022/4/1 00:00,4,FGM0101011HJ04EDIA6_20220709_2_MGM0099101,28.39652778
000001707398-4_0_0,ZHN1100122M,4,2022/3/12 14:29,2022/4/10 00:00,4,FGM0099013HJ04EDIA6_20220716_2_MGM0099101,28.39652778
000001710777-2_0_0,ZQI1212122M,4,2022/1/18 14:49,2022/2/16 00:00,4,FPH0117011PO01EDIAQ_20220604_2_MPH0101101,28.38263889
000001710777-5_0_0,ZQI1212122M,4,2022/1/18 14:49,2022/2/16 00:00,4,FPH0119011PO01EDIAQ_20220604_2_MPH0101101,28.38263889
000001708160-2_0_1,ZHN1105122M,5,2022/1/20 14:58,2022/2/18 00:00,4,FGM0096011HJ04EDIA6_20220528_2_MGM0094101,28.37638889
000001690255-2_0_0,ZSS1134123M,7,2022/1/20 15:04,2022/2/18 00:00,3,FRR0023012RR01EDIAB_20220604_2_MRR0023201,28.37222222
000001709799-1_0_3,ZQI1120127M,5,2022/1/18 15:42,2022/2/16 00:00,3,FPH0019016PO01ATFAQ_20220604_2_MPH0019601,28.34583333
000001710473-4_0_1,ZQI1110125M,4,2022/1/17 15:42,2022/2/15 00:00,3,FPH0009014PO01EDIAQ_20220604_2_MPH0009401,28.34583333
000001707568-2_0_0,ZCM1122127M,4,2022/2/25 15:46,2022/3/26 00:00,3,FBL0011016BL01EDIAM_20220709_2_MBL0011601,28.34305556
000001709507-1_0_3,ZCN1230122M,5,2022/1/24 16:15,2022/2/22 00:00,4,FBM0129011BW01EDIAB_20220611_2_MBM0129101,28.32291667
000001709508-1_0_4,ZCN1230122M,5,2022/1/29 16:15,2022/2/27 00:00,4,FBM0129011BW01EDIAB_20220618_2_MBM0129101,28.32291667
000001708081-10_0_1,ZNM1173122M,4,2022/3/19 16:24,2022/4/17 00:00,1,FML0064011ML01EDIAM_20220730_2_MML0062101,28.31666667
000001708081-6_0_1,ZNM1173122M,4,2022/3/19 16:24,2022/4/17 00:00,1,FML0058011ML01EDIAM_20220730_2_MML0062101,28.31666667
000001708081-7_0_1,ZNM1173122M,4,2022/3/19 16:24,2022/4/17 00:00,1,FML0060011ML01EDIAM_20220730_2_MML0062101,28.31666667
000001700579-1_0_0,ZGS1179122M,4,2022/2/12 16:34,2022/3/13 00:00,4,FFR0072011FR01EDISA_20220326_2_MFR0068101,28.30972222
000001700581-2_0_0,ZGS1179122M,4,2022/3/11 16:34,2022/4/9 00:00,4,FFR0068011FR01EDISA_20220423_2_MFR0068101,28.30972222
000001709475-1_0_2,ZGS1179122M,4,2022/3/25 16:34,2022/4/23 00:00,3,FFR0068011FR01EDISA_20220507_2_MFR0068101,28.30972222
000001702047-3_0_0,ZCN1101123M,4,2022/2/23 16:55,2022/3/24 00:00,3,FBM0090012BW01EDIAB_20220709_2_MBM0090201,28.29513889
000001700577-2_0_0,ZGS1178122M,4,2022/2/4 17:16,2022/3/5 00:00,4,FFR0067011FR01EDISA_20220319_2_MFR0067101,28.28055556
000001698291-1_0_0,ZUE1131124M,3,2022/2/16 17:24,2022/3/17 00:00,3,FTD0028011CF01SAISA_20220416_2_MTD0020301,28.275
000001708483-2_0_0,ZIO1154122M,7,2022/2/16 17:52,2022/3/17 00:00,4,FHN0043011HS01SAIAT_20220611_2_MHN0043101,28.25555556
000001709442-5_0_1,ZCM1142122M,3,2022/2/5 17:53,2022/3/6 00:00,3,FBL0035011BL01EDIAM_20220618_2_MBL0031101,28.25486111
000001709443-1_0_1,ZCM1142122M,3,2022/2/12 17:53,2022/3/13 00:00,3,FBL0033011BL01EDIAM_20220625_2_MBL0031101,28.25486111
000001709443-4_0_0,ZCM1142122M,3,2022/2/12 17:53,2022/3/13 00:00,3,FBL0035011BL01EDIAM_20220625_2_MBL0031101,28.25486111
000001709444-1_0_1,ZCM1142122M,3,2022/2/19 17:53,2022/3/20 00:00,3,FBL0033011BL01EDIAM_20220702_2_MBL0031101,28.25486111
000001709444-2_0_1,ZCM1142122M,3,2022/2/19 17:53,2022/3/20 00:00,3,FBL0035011BL01EDIAM_20220702_2_MBL0031101,28.25486111
000001710716-1_0_1,ZCM1142122M,3,2022/2/25 17:53,2022/3/26 00:00,3,FBL0033011BL01EDIAM_20220709_2_MBL0031101,28.25486111
000001710716-4_0_0,ZCM1142122M,3,2022/3/5 17:53,2022/4/3 00:00,3,FBL0031011BL01EDIAM_20220716_2_MBL0031101,28.25486111
000001665425-2_0_0,ZGS1175122M,4,2022/1/22 18:56,2022/2/20 00:00,4,FFR0064011FR01EDISA_20220305_2_MFR0064101,28.21111111
000001707412-5_0_1,ZCN1241122M,3,2022/2/14 19:08,2022/3/15 00:00,4,FBM0130011BW01EDIAB_20220702_2_MBM0130101,28.20277778
000001694378-3_0_0,ZCM1153124M,3,2022/1/29 19:09,2022/2/27 00:00,4,FBL0044011BL01EDIAM_20220611_2_MBL0042301,28.20208333
000001694379-3_0_0,ZCM1153124M,3,2022/2/5 19:09,2022/3/6 00:00,4,FBL0044011BL01EDIAM_20220618_2_MBL0042301,28.20208333
000001706305-1_0_0,ZUE1153123M,3,2022/1/25 19:28,2022/2/23 00:00,3,FTD0042012CF01SAISA_20220312_1_MTD0042201,28.18888889
000001706307-2_0_1,ZUE1153123M,3,2022/2/25 19:28,2022/3/26 00:00,3,FTD0042012CF01FORSA_20220416_1_MTD0042201,28.18888889
000001704858-3_0_3,ZGS1173122M,4,2022/2/12 19:39,2022/3/13 00:00,4,FFR0062011FR01EDISA_20220326_2_MFR0062101,28.18125
000001704859-2_0_0,ZGS1173122M,4,2022/2/19 19:39,2022/3/20 00:00,4,FFR0062011FR01EDISA_20220402_2_MFR0062101,28.18125
000001704859-5_0_0,ZGS1173122M,4,2022/2/26 19:39,2022/3/27 00:00,4,FFR0062011FR01EDISA_20220409_2_MFR0062101,28.18125
000001709466-3_0_0,ZGS1173122M,4,2022/4/16 19:39,2022/5/15 00:00,3,FFR0062011FR01EDISA_20220528_2_MFR0062101,28.18125
000001709467-2_0_1,ZGS1173122M,4,2022/4/23 19:39,2022/5/22 00:00,3,FFR0062011FR01EDISA_20220604_2_MFR0062101,28.18125
000001700252-1_0_0,ZQI1149124M,3,2022/2/15 20:05,2022/3/16 00:00,4,FPH0038013PO01ATFAQ_20220702_2_MPH0038301,28.16319444
000001700252-4_0_1,ZQI1149124M,3,2022/3/1 20:05,2022/3/30 00:00,4,FPH0038013PO01ATFAQ_20220716_2_MPH0038301,28.16319444
000001706419-1_0_0,ZCM1141123M,3,2022/2/18 20:28,2022/3/19 00:00,3,FBL0032012BL01EDIAM_20220702_2_MBL0030201,28.14722222
000001706419-4_0_0,ZCM1141123M,3,2022/2/18 20:28,2022/3/19 00:00,3,FBL0034012BL01EDIAM_20220702_2_MBL0030201,28.14722222
000001706419-6_0_1,ZCM1141123M,3,2022/2/25 20:28,2022/3/26 00:00,3,FBL0032012BL01EDIAM_20220709_2_MBL0030201,28.14722222
000001710545-1_0_0,ZCM1141123M,3,2022/2/25 20:28,2022/3/26 00:00,3,FBL0032012BL01EDIAM_20220709_2_MBL0030201,28.14722222
000001710545-3_0_0,ZCM1141123M,3,2022/2/25 20:28,2022/3/26 00:00,3,FBL0034012BL01EDIAM_20220709_2_MBL0030201,28.14722222
000001710545-5_0_0,ZCM1141123M,3,2022/3/4 20:28,2022/4/2 00:00,3,FBL0030012BL01EDIAM_20220716_2_MBL0030201,28.14722222
000001704852-2_0_0,ZGS1172122M,4,2022/1/29 20:51,2022/2/27 00:00,4,FFR0061011FR01EDISA_20220312_2_MFR0061102,28.13125
000001706423-1_0_1,ZHN1106122M,4,2022/1/19 20:55,2022/2/17 00:00,4,FGM0097011HJ04EDIA6_20220528_2_MGM0095101,28.12847222
000001669127-2_0_0,ZCN1151124M,3,2022/1/15 21:01,2022/2/13 00:00,3,FBM0040013BW01EDIAQ_20220604_2_MBM0040301,28.12430556
000001704998-3_0_0,ZGS1149123M,2,2022/2/5 21:03,2022/3/6 00:00,3,FFR0042012FR01EDISA_20220319_2_MFR0038201,28.12291667
000001706640-3_0_1,ZGS1140123M,3,2022/3/5 21:11,2022/4/3 00:00,3,FFR0039012FR01EDISA_20220416_2_MFR0039201,28.11736111
000001706640-5_0_0,ZGS1140123M,3,2022/3/12 21:11,2022/4/10 00:00,3,FFR0039012FR01EDISA_20220423_2_MFR0039201,28.11736111
000001709479-5_0_0,ZGS1140123M,3,2022/3/26 21:11,2022/4/24 00:00,3,FFR0039012FR01EDISA_20220507_2_MFR0039201,28.11736111
000001695568-5_0_1,ZGS1177122M,4,2022/3/10 21:12,2022/4/8 00:00,4,FFR0066011FR01EDISA_20220423_2_MFR0066101,28.11666667
000001709473-3_0_1,ZGS1177122M,4,2022/3/17 21:12,2022/4/15 00:00,3,FFR0066011FR01EDISA_20220430_2_MFR0066101,28.11666667
000001712136-2_0_1,ZGS1177122M,4,2022/3/24 21:12,2022/4/22 00:00,3,FFR0066011FR01EDISA_20220507_2_MFR0066101,28.11666667
000001708494-2_0_0,ZGS1162123M,3,2022/1/29 21:13,2022/2/27 00:00,3,FFR0059012FR01EDISA_20220312_2_MFR0051201,28.11597222
000001710909-5_0_0,ZGS1162123M,3,2022/2/4 21:13,2022/3/5 00:00,3,FFR0051012FR01EDISA_20220319_2_MFR0051201,28.11597222
000001709801-1_0_3,ZQI1120127M,4,2022/1/25 21:32,2022/2/23 00:00,3,FPH0019016PO01ATFAQ_20220611_2_MPH0019601,28.10277778
000001711299-1_0_2,ZQI1120127M,4,2022/1/25 21:32,2022/2/23 00:00,3,FPH0113013PO01ATFAQ_20220611_2_MPH0019601,28.10277778
000001711311-5_0_0,ZIO1154122M,6,2022/2/23 21:47,2022/3/24 00:00,1,FHN0043011HS01SAIAT_20220618_2_MHN0043101,28.09236111
000001706437-3_0_1,ZHN1109122M,3,2022/2/25 21:55,2022/3/26 00:00,4,FGM0098013HJ04EDIA6_20220702_2_MGM0098101,28.08680556
000001706438-2_0_2,ZHN1109122M,3,2022/2/25 21:55,2022/3/26 00:00,4,FGM0098013HJ04EDIA6_20220702_2_MGM0098101,28.08680556
000001704189-1_0_0,ZCM1122127M,3,2022/2/16 23:03,2022/3/17 00:00,3,FBL0019013BL01EDIAM_20220702_2_MBL0011601,28.03958333
000001708980-2_0_0,ZCM1122127M,3,2022/2/25 23:03,2022/3/26 00:00,6,FBL0011016BL01EDIAM_20220709_2_MBL0011601,28.03958333
000001691418-1_0_0,ZGS1179122M,3,2022/2/4 23:36,2022/3/5 00:00,4,FFR0068011FR01EDISA_20220319_2_MFR0068101,28.01666667
000001711632-2_0_2,ZGS1179122M,3,2022/4/1 23:36,2022/4/30 00:00,3,FFR0068011FR01EDISA_20220514_2_MFR0068101,28.01666667
000001704566-2_0_0,ZSS1134123M,5,2022/1/20 23:38,2022/2/18 00:00,3,FRR0023012RR01EDIAB_20220604_2_MRR0023201,28.01527778
000001707391-2_0_2,ZSS1134123M,5,2022/2/2 23:38,2022/3/3 00:00,3,FRR0023012RR01EDIAB_20220618_2_MRR0023201,28.01527778
000001707391-3_0_1,ZSS1134123M,5,2022/2/10 23:38,2022/3/11 00:00,3,FRR0023012RR01EDIAB_20220625_2_MRR0023201,28.01527778
000001686825-1_0_3,ZUE1151122M,3,2022/3/16 23:58,2022/4/14 00:00,1,FTD0040011CF01SAISA_20220430_2_MTD0040101,28.00138889
000001702047-2_0_0,ZCN1101123M,3,2022/2/23 23:58,2022/3/24 00:00,3,FBM0090012BW01EDIAB_20220709_2_MBM0090201,28.00138889
000001702047-5_0_0,ZCN1101123M,3,2022/2/12 23:58,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,28.00138889
000001694761-2_0_0,ZHN1105122M,7,2022/1/15 00:00,2022/2/12 00:00,1,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001707408-3_0_0,ZCM1138122M,6,2022/1/15 00:00,2022/2/12 00:00,3,FBL0027011BL01EDIAM_20220528_2_MBL0027101,28
000001707408-4_0_0,ZCM1138122M,6,2022/1/15 00:00,2022/2/12 00:00,3,FBL0027011BL01EDIAM_20220528_2_MBL0027101,28
000001707408-6_0_0,ZCM1138122M,11,2022/1/15 00:00,2022/2/12 00:00,3,FBL0028011BL01EDIAM_20220528_2_MBL0027101,28
000001707562-1_0_0,ZCM1123127M,12,2022/1/15 00:00,2022/2/12 00:00,3,FBL0020013BL01EDIAM_20220528_2_MBL0012601,28
000001707562-1_0_1,ZCM1123127M,10,2022/1/15 00:00,2022/2/12 00:00,3,FBL0020013BL01EDIAM_20220528_2_MBL0012601,28
000001708158-1_0_0,ZHN1105122M,10,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001708158-2_0_0,ZHN1105122M,10,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001708158-2_0_1,ZHN1105122M,9,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001708158-3_0_0,ZHN1105122M,10,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001708158-4_0_0,ZHN1105122M,10,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001708159-1_0_0,ZHN1105122M,10,2022/1/15 00:00,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,28
000001709922-3_0_0,ZSS1163123M,8,2022/1/15 00:00,2022/2/12 00:00,4,FRR0052012RR01EDIAB_20220528_2_MRR0052201,28
000001709098-4_0_1,ZGS1150123M,3,2022/2/13 00:10,2022/3/13 00:00,3,FFR0049012FR01EDISA_20220326_2_MFR0049201,27.99305556
000001711237-3_0_1,ZGS1150123M,3,2022/2/27 00:10,2022/3/27 00:00,3,FFR0049012FR01EDISA_20220409_2_MFR0049201,27.99305556
000001709789-6_0_1,ZKB1311125M,2,2022/1/19 00:31,2022/2/16 00:00,4,FJA0200014JA03EDIAM_20220604_2_MJA0200401,27.97847222
000001665431-1_0_2,ZGS1174122M,3,2022/2/13 00:41,2022/3/13 00:00,4,FFR0063011FR01EDISA_20220326_2_MFR0063102,27.97152778
000001665431-3_0_0,ZGS1174122M,3,2022/2/13 00:41,2022/3/13 00:00,4,FFR0063011FR01EDISA_20220326_2_MFR0063102,27.97152778
000001711248-1_0_0,ZSS1143122M,2,2022/3/16 01:21,2022/4/13 00:00,3,FRR0032011RR01EDIAB_20220730_2_MRR0032101,27.94375
000001665425-1_0_0,ZGS1175122M,3,2022/1/16 01:23,2022/2/13 00:00,4,FFR0064011FR01EDISA_20220226_2_MFR0064101,27.94236111
000001704858-2_0_0,ZGS1173122M,3,2022/2/6 01:55,2022/3/6 00:00,4,FFR0062011FR01EDISA_20220319_2_MFR0062101,27.92013889
000001707561-2_0_0,ZUE1131124M,2,2022/2/17 02:37,2022/3/17 00:00,3,FTD0028011CF01SAISA_20220416_2_MTD0020301,27.89097222
000001709441-4_0_0,ZCM1142122M,2,2022/2/6 02:55,2022/3/6 00:00,3,FBL0033011BL01EDIAM_20220618_2_MBL0031101,27.87847222
000001710716-5_0_1,ZCM1142122M,2,2022/3/6 02:55,2022/4/3 00:00,3,FBL0033011BL01EDIAM_20220716_2_MBL0031101,27.87847222
000001706423-2_0_4,ZHN1106122M,3,2022/1/30 02:56,2022/2/27 00:00,4,FGM0095013HJ04EDIA6_20220604_2_MGM0095101,27.87777778
000001711216-1_0_0,ZHN1106122M,3,2022/1/28 02:56,2022/2/25 00:00,4,FGM0097011HJ04EDIA6_20220604_2_MGM0095101,27.87777778
000001708159-1_0_1,ZHN1105122M,3,2022/1/15 02:59,2022/2/12 00:00,4,FGM0094013HJ04EDIA6_20220521_2_MGM0094101,27.87569444
000001695568-1_0_0,ZGS1177122M,3,2022/1/23 03:05,2022/2/20 00:00,4,FFR0070011FR01EDISA_20220305_2_MFR0066101,27.87152778
000001707052-9_0_0,ZQI1211122M,2,2022/1/26 03:22,2022/2/23 00:00,4,FPH0104011PO01EDIAQ_20220611_2_MPH0100101,27.85972222
000001709799-3_0_1,ZQI1120127M,3,2022/1/19 03:23,2022/2/16 00:00,3,FPH0061014PO01ATFAQ_20220604_2_MPH0019601,27.85902778
000001687506-3_0_0,ZSS1144122M,3,2022/2/13 03:49,2022/3/13 00:00,4,FRR0033011RR01EDIAB_20220625_2_MRR0033101,27.84097222
000001687507-1_0_0,ZSS1144122M,3,2022/2/26 03:49,2022/3/26 00:00,4,FRR0033011RR01EDIAB_20220709_2_MRR0033101,27.84097222
000001710312-1_0_0,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_1,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_2,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_3,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_4,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_5,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710312-1_0_6,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
000001710313-1_0_0,ZDM1214133M,12,2022/2/15 03:49,2022/3/15 00:00,4,FCL0103022DC01EDIA6_20220709_2_MCL0103202,27.84097222
