訂單編號,產品料號,目標數量,最早開始時間,交期,優先度,orderBomKey,已逾期天數
000001694335-1_0_0,ZQI1149124M,12,2022/2/5 17:20,2022/3/9 00:00,4,FPH0038013PO01ATFAQ_20220625_2_MPH0038301,31.27777778
000001694335-2_0_0,ZQI1149124M,12,2022/2/12 17:20,2022/3/16 00:00,4,FPH0038013PO01ATFAQ_20220702_2_MPH0038301,31.27777778
000001700252-2_0_0,ZQI1149124M,12,2022/2/19 17:20,2022/3/23 00:00,4,FPH0038013PO01ATFAQ_20220709_2_MPH0038301,31.27777778
000001700252-4_0_0,ZQI1149124M,12,2022/2/26 17:20,2022/3/30 00:00,4,FPH0038013PO01ATFAQ_20220716_2_MPH0038301,31.27777778
000001676401-1_0_0,ZGS1148123M,9,2022/2/2 18:47,2022/3/6 00:00,3,FFR0037012FR01EDISA_20220319_2_MFR0037201,31.21736111
000001707562-4_0_0,ZCM1123127M,12,2022/1/17 18:51,2022/2/18 00:00,3,FBL0020013BL01EDIAM_20220604_2_MBL0012601,31.21458333
000001707565-1_0_0,ZCM1123127M,12,2022/1/25 18:51,2022/2/26 00:00,3,FBL0020013BL01EDIAM_20220611_2_MBL0012601,31.21458333
000001707565-2_0_0,ZCM1123127M,12,2022/1/31 18:51,2022/3/4 00:00,3,FBL0020013BL01EDIAM_20220618_2_MBL0012601,31.21458333
000001707565-2_0_1,ZCM1123127M,12,2022/1/31 18:51,2022/3/4 00:00,3,FBL0020013BL01EDIAM_20220618_2_MBL0012601,31.21458333
202202-N-M-0925_0_0,ZCM1123127M,12,2022/2/10 18:51,2022/3/14 00:00,2,FBL0020013BL01EDIAM_20220702_2_MBL0012601,31.21458333
202202-N-M-0925_0_1,ZCM1123127M,12,2022/2/10 18:51,2022/3/14 00:00,2,FBL0020013BL01EDIAM_20220702_2_MBL0012601,31.21458333
202202-N-M-0925_0_2,ZCM1123127M,12,2022/2/10 18:51,2022/3/14 00:00,2,FBL0020013BL01EDIAM_20220702_2_MBL0012601,31.21458333
202202-N-M-1049_0_0,ZCM1123127M,12,2022/2/17 18:51,2022/3/21 00:00,2,FBL0020013BL01EDIAM_20220709_2_MBL0012601,31.21458333
202202-N-M-1049_0_1,ZCM1123127M,12,2022/2/17 18:51,2022/3/21 00:00,2,FBL0020013BL01EDIAM_20220709_2_MBL0012601,31.21458333
202202-N-M-1049_0_2,ZCM1123127M,12,2022/2/17 18:51,2022/3/21 00:00,2,FBL0020013BL01EDIAM_20220709_2_MBL0012601,31.21458333
202202-N-M-1050_0_0,ZCM1123127M,12,2022/2/17 18:51,2022/3/21 00:00,2,FBL0012016BL01EDIAM_20220709_2_MBL0012601,31.21458333
202202-N-M-1178_0_0,ZCM1123127M,12,2022/2/24 18:51,2022/3/28 00:00,2,FBL0020013BL01EDIAM_20220716_2_MBL0012601,31.21458333
202202-N-M-1178_0_1,ZCM1123127M,12,2022/2/24 18:51,2022/3/28 00:00,2,FBL0020013BL01EDIAM_20220716_2_MBL0012601,31.21458333
202202-N-M-1178_0_2,ZCM1123127M,12,2022/2/24 18:51,2022/3/28 00:00,2,FBL0020013BL01EDIAM_20220716_2_MBL0012601,31.21458333
000001701151-1_0_0,ZCM1141123M,12,2022/2/1 18:53,2022/3/5 00:00,3,FBL0032012BL01EDIAM_20220618_2_MBL0030201,31.21319444
000001701151-2_0_0,ZCM1141123M,12,2022/2/1 18:53,2022/3/5 00:00,3,FBL0032012BL01EDIAM_20220618_2_MBL0030201,31.21319444
000001706415-1_0_0,ZCM1141123M,12,2022/2/1 18:53,2022/3/5 00:00,3,FBL0034012BL01EDIAM_20220618_2_MBL0030201,31.21319444
000001706418-2_0_0,ZCM1141123M,12,2022/2/8 18:53,2022/3/12 00:00,3,FBL0032012BL01EDIAM_20220625_2_MBL0030201,31.21319444
000001706418-2_0_1,ZCM1141123M,12,2022/2/8 18:53,2022/3/12 00:00,3,FBL0032012BL01EDIAM_20220625_2_MBL0030201,31.21319444
000001706418-3_0_0,ZCM1141123M,12,2022/2/8 18:53,2022/3/12 00:00,3,FBL0034012BL01EDIAM_20220625_2_MBL0030201,31.21319444
000001706418-3_0_1,ZCM1141123M,12,2022/2/8 18:53,2022/3/12 00:00,3,FBL0034012BL01EDIAM_20220625_2_MBL0030201,31.21319444
000001706418-6_0_0,ZCM1141123M,12,2022/2/15 18:53,2022/3/19 00:00,3,FBL0032012BL01EDIAM_20220702_2_MBL0030201,31.21319444
000001706419-3_0_0,ZCM1141123M,12,2022/2/15 18:53,2022/3/19 00:00,3,FBL0034012BL01EDIAM_20220702_2_MBL0030201,31.21319444
000001706419-5_0_0,ZCM1141123M,12,2022/2/23 18:53,2022/3/27 00:00,3,FBL0030012BL01EDIAM_20220709_2_MBL0030201,31.21319444
000001706419-6_0_0,ZCM1141123M,12,2022/2/22 18:53,2022/3/26 00:00,3,FBL0032012BL01EDIAM_20220709_2_MBL0030201,31.21319444
000001710545-2_0_0,ZCM1141123M,12,2022/2/22 18:53,2022/3/26 00:00,3,FBL0034012BL01EDIAM_20220709_2_MBL0030201,31.21319444
000001710545-4_0_0,ZCM1141123M,12,2022/3/1 18:53,2022/4/2 00:00,3,FBL0030012BL01EDIAM_20220716_2_MBL0030201,31.21319444
000001710545-4_0_1,ZCM1141123M,12,2022/3/1 18:53,2022/4/2 00:00,3,FBL0030012BL01EDIAM_20220716_2_MBL0030201,31.21319444
000001707052-1_0_1,ZQI1211122M,11,2022/1/15 20:23,2022/2/16 00:00,4,FPH0114011PO01EDIAQ_20220604_2_MPH0100101,31.15069444
000001678088-2_0_0,ZCN1152124M,12,2022/2/4 20:47,2022/3/8 00:00,3,FBM0041013BW01EDIAQ_20220625_2_MBM0041301,31.13402778
000001669128-1_0_0,ZCN1151124M,12,2022/2/15 21:04,2022/3/19 00:00,3,FBM0040013BW01EDIAQ_20220709_2_MBM0040301,31.12222222
000001669128-2_0_0,ZCN1151124M,12,2022/2/15 21:04,2022/3/19 00:00,3,FBM0040013BW01EDIAQ_20220709_2_MBM0040301,31.12222222
000001669128-3_0_0,ZCN1151124M,12,2022/2/15 21:04,2022/3/19 00:00,3,FBM0040013BW01EDIAQ_20220709_2_MBM0040301,31.12222222
000001707412-2_0_2,ZCN1241122M,11,2022/2/4 21:17,2022/3/8 00:00,4,FBM0130011BW01EDIAB_20220625_2_MBM0130101,31.11319444
000001708293-1_0_0,ZUE1149122M,12,2022/1/26 21:31,2022/2/27 00:00,3,FTD0038011CF01SAISA_20220312_2_MTD0038101,31.10347222
000001708293-1_0_1,ZUE1149122M,12,2022/1/26 21:31,2022/2/27 00:00,3,FTD0038011CF01SAISA_20220312_2_MTD0038101,31.10347222
000001708293-2_0_0,ZUE1149122M,12,2022/3/2 21:31,2022/4/3 00:00,3,FTD0038011CF01SAISA_20220416_2_MTD0038101,31.10347222
000001708293-2_0_1,ZUE1149122M,12,2022/3/2 21:31,2022/4/3 00:00,3,FTD0038011CF01SAISA_20220416_2_MTD0038101,31.10347222
000001708293-3_0_0,ZUE1149122M,12,2022/4/27 21:31,2022/5/29 00:00,3,FTD0038011CF01FORSA_20220611_2_MTD0038101,31.10347222
000001711604-3_0_2,ZBT1113123M,11,2022/2/15 21:34,2022/3/19 00:00,3,FAS0004012AS01EDIAM_20220702_2_MAS0002201,31.10138889
000001708495-1_0_0,ZGS1162123M,12,2022/1/26 21:53,2022/2/27 00:00,3,FFR0059012FR01EDISA_20220312_2_MFR0051201,31.08819444
000001708495-2_0_0,ZGS1162123M,12,2022/1/26 21:53,2022/2/27 00:00,3,FFR0059012FR01EDISA_20220312_2_MFR0051201,31.08819444
000001710909-3_0_0,ZGS1162123M,12,2022/2/1 21:53,2022/3/5 00:00,3,FFR0051012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710910-1_0_0,ZGS1162123M,12,2022/2/1 21:53,2022/3/5 00:00,3,FFR0051012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710910-2_0_0,ZGS1162123M,12,2022/2/1 21:53,2022/3/5 00:00,3,FFR0051012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710910-3_0_0,ZGS1162123M,12,2022/2/2 21:53,2022/3/6 00:00,3,FFR0059012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710911-1_0_0,ZGS1162123M,12,2022/2/2 21:53,2022/3/6 00:00,3,FFR0059012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710911-1_0_1,ZGS1162123M,12,2022/2/2 21:53,2022/3/6 00:00,3,FFR0059012FR01EDISA_20220319_2_MFR0051201,31.08819444
000001710911-2_0_0,ZGS1162123M,12,2022/2/8 21:53,2022/3/12 00:00,3,FFR0051012FR01EDISA_20220326_2_MFR0051201,31.08819444
000001710911-3_0_0,ZGS1162123M,12,2022/2/8 21:53,2022/3/12 00:00,3,FFR0051012FR01EDISA_20220326_2_MFR0051201,31.08819444
000001710911-3_0_1,ZGS1162123M,12,2022/2/8 21:53,2022/3/12 00:00,3,FFR0051012FR01EDISA_20220326_2_MFR0051201,31.08819444
000001710911-3_0_2,ZGS1162123M,12,2022/2/8 21:53,2022/3/12 00:00,3,FFR0051012FR01EDISA_20220326_2_MFR0051201,31.08819444
000001661243-1_0_0,ZGS1140123M,12,2022/2/2 22:16,2022/3/6 00:00,3,FFR0043012FR01EDISA_20220319_2_MFR0039201,31.07222222
000001695557-1_0_0,ZGS1140123M,12,2022/2/9 22:16,2022/3/13 00:00,3,FFR0039012FR01EDISA_20220326_2_MFR0039201,31.07222222
000001695559-1_0_0,ZGS1140123M,12,2022/2/9 22:16,2022/3/13 00:00,3,FFR0043012FR01EDISA_20220326_2_MFR0039201,31.07222222
000001706640-2_0_0,ZGS1140123M,12,2022/2/23 22:16,2022/3/27 00:00,3,FFR0039012FR01EDISA_20220409_2_MFR0039201,31.07222222
000001706640-2_0_1,ZGS1140123M,12,2022/2/23 22:16,2022/3/27 00:00,3,FFR0039012FR01EDISA_20220409_2_MFR0039201,31.07222222
000001706640-3_0_0,ZGS1140123M,12,2022/3/2 22:16,2022/4/3 00:00,3,FFR0039012FR01EDISA_20220416_2_MFR0039201,31.07222222
000001706641-1_0_0,ZGS1140123M,12,2022/3/9 22:16,2022/4/10 00:00,3,FFR0039012FR01EDISA_20220423_2_MFR0039201,31.07222222
000001706641-2_0_0,ZGS1140123M,12,2022/3/16 22:16,2022/4/17 00:00,3,FFR0039012FR01EDISA_20220430_2_MFR0039201,31.07222222
000001709479-3_0_0,ZGS1140123M,12,2022/3/16 22:16,2022/4/17 00:00,3,FFR0043012FR01EDISA_20220430_2_MFR0039201,31.07222222
000001709479-4_0_0,ZGS1140123M,12,2022/3/23 22:16,2022/4/24 00:00,3,FFR0039012FR01EDISA_20220507_2_MFR0039201,31.07222222
000001709480-1_0_0,ZGS1140123M,12,2022/3/23 22:16,2022/4/24 00:00,3,FFR0043012FR01EDISA_20220507_2_MFR0039201,31.07222222
000001709480-2_0_0,ZGS1140123M,12,2022/3/30 22:16,2022/5/1 00:00,3,FFR0039012FR01EDISA_20220514_2_MFR0039201,31.07222222
000001709480-2_0_1,ZGS1140123M,12,2022/3/30 22:16,2022/5/1 00:00,3,FFR0039012FR01EDISA_20220514_2_MFR0039201,31.07222222
000001709480-3_0_0,ZGS1140123M,12,2022/3/30 22:16,2022/5/1 00:00,3,FFR0043012FR01EDISA_20220514_2_MFR0039201,31.07222222
000001709480-3_0_1,ZGS1140123M,12,2022/3/30 22:16,2022/5/1 00:00,3,FFR0043012FR01EDISA_20220514_2_MFR0039201,31.07222222
000001709481-1_0_0,ZGS1140123M,12,2022/4/6 22:16,2022/5/8 00:00,3,FFR0039012FR01EDISA_20220521_2_MFR0039201,31.07222222
000001709481-2_0_0,ZGS1140123M,12,2022/4/6 22:16,2022/5/8 00:00,3,FFR0043012FR01EDISA_20220521_2_MFR0039201,31.07222222
000001709481-2_0_1,ZGS1140123M,12,2022/4/6 22:16,2022/5/8 00:00,3,FFR0043012FR01EDISA_20220521_2_MFR0039201,31.07222222
000001709481-3_0_0,ZGS1140123M,12,2022/4/13 22:16,2022/5/15 00:00,3,FFR0039012FR01EDISA_20220528_2_MFR0039201,31.07222222
000001709481-3_0_1,ZGS1140123M,12,2022/4/13 22:16,2022/5/15 00:00,3,FFR0039012FR01EDISA_20220528_2_MFR0039201,31.07222222
000001709482-1_0_0,ZGS1140123M,12,2022/4/13 22:16,2022/5/15 00:00,3,FFR0043012FR01EDISA_20220528_2_MFR0039201,31.07222222
000001709482-2_0_0,ZGS1140123M,12,2022/4/20 22:16,2022/5/22 00:00,3,FFR0039012FR01EDISA_20220604_2_MFR0039201,31.07222222
000001709482-2_0_1,ZGS1140123M,12,2022/4/20 22:16,2022/5/22 00:00,3,FFR0039012FR01EDISA_20220604_2_MFR0039201,31.07222222
000001709482-3_0_0,ZGS1140123M,12,2022/4/20 22:16,2022/5/22 00:00,3,FFR0043012FR01EDISA_20220604_2_MFR0039201,31.07222222
000001709789-5_0_0,ZKB1311125M,9,2022/1/16 01:09,2022/2/16 00:00,4,FJA0200014JA03EDIAM_20220604_2_MJA0200401,30.95208333
000001707605-3_0_0,ZGS1163123M,12,2022/2/3 01:13,2022/3/6 00:00,3,FFR0060012FR01EDISA_20220319_2_MFR0052201,30.94930556
000001707606-4_0_0,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0052012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001707606-4_0_1,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0052012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001708497-1_0_0,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0052012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001708497-2_0_0,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0060012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001708497-2_0_1,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0060012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001708497-2_0_2,ZGS1163123M,12,2022/2/10 01:13,2022/3/13 00:00,3,FFR0060012FR01EDISA_20220326_2_MFR0052201,30.94930556
000001708497-3_0_0,ZGS1163123M,12,2022/2/16 01:13,2022/3/19 00:00,3,FFR0052012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708497-4_0_0,ZGS1163123M,12,2022/2/16 01:13,2022/3/19 00:00,3,FFR0052012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708498-1_0_0,ZGS1163123M,12,2022/2/16 01:13,2022/3/19 00:00,3,FFR0052012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708498-3_0_0,ZGS1163123M,12,2022/2/17 01:13,2022/3/20 00:00,3,FFR0060012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708498-3_0_1,ZGS1163123M,12,2022/2/17 01:13,2022/3/20 00:00,3,FFR0060012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708498-3_0_2,ZGS1163123M,12,2022/2/17 01:13,2022/3/20 00:00,3,FFR0060012FR01EDISA_20220402_2_MFR0052201,30.94930556
000001708498-4_0_0,ZGS1163123M,12,2022/2/23 01:13,2022/3/26 00:00,3,FFR0052012FR01EDISA_20220409_2_MFR0052201,30.94930556
000001708498-4_0_1,ZGS1163123M,12,2022/2/23 01:13,2022/3/26 00:00,3,FFR0052012FR01EDISA_20220409_2_MFR0052201,30.94930556
000001708498-5_0_0,ZGS1163123M,12,2022/2/23 01:13,2022/3/26 00:00,3,FFR0052012FR01EDISA_20220409_2_MFR0052201,30.94930556
000001671574-2_0_0,ZQI1149124M,11,2022/1/23 01:38,2022/2/23 00:00,4,FPH0038013PO01ATFAQ_20220611_2_MPH0038301,30.93194444
000001706455-2_0_0,ZQI1212122M,12,2022/1/16 02:38,2022/2/16 00:00,4,FPH0103011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001706455-7_0_0,ZQI1212122M,12,2022/1/15 02:38,2022/2/15 00:00,4,FPH0115011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001710777-1_0_0,ZQI1212122M,12,2022/1/15 02:38,2022/2/15 00:00,4,FPH0115011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001710777-1_0_1,ZQI1212122M,12,2022/1/15 02:38,2022/2/15 00:00,4,FPH0115011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001710777-1_0_2,ZQI1212122M,12,2022/1/15 02:38,2022/2/15 00:00,4,FPH0115011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001710777-3_0_0,ZQI1212122M,12,2022/1/16 02:38,2022/2/16 00:00,4,FPH0117011PO01EDIAQ_20220604_2_MPH0101101,30.89027778
000001709442-2_0_0,ZCM1142122M,10,2022/2/3 02:39,2022/3/6 00:00,3,FBL0033011BL01EDIAM_20220618_2_MBL0031101,30.88958333
000001710716-6_0_0,ZCM1142122M,10,2022/3/3 02:39,2022/4/3 00:00,3,FBL0033011BL01EDIAM_20220716_2_MBL0031101,30.88958333
000001701151-2_0_1,ZCM1141123M,11,2022/2/2 03:03,2022/3/5 00:00,3,FBL0032012BL01EDIAM_20220618_2_MBL0030201,30.87291667
000001706418-4_0_0,ZCM1141123M,11,2022/2/9 03:03,2022/3/12 00:00,3,FBL0034012BL01EDIAM_20220625_2_MBL0030201,30.87291667
000001710473-4_0_0,ZQI1110125M,12,2022/1/15 05:18,2022/2/15 00:00,3,FPH0009014PO01EDIAQ_20220604_2_MPH0009401,30.77916667
000001704190-1_0_0,ZCM1122127M,12,2022/2/14 05:28,2022/3/17 00:00,3,FBL0019013BL01EDIAM_20220702_2_MBL0011601,30.77222222
000001707568-3_0_0,ZCM1122127M,12,2022/2/22 05:28,2022/3/25 00:00,3,FBL0019013BL01EDIAM_20220709_2_MBL0011601,30.77222222
000001707568-3_0_1,ZCM1122127M,12,2022/2/22 05:28,2022/3/25 00:00,3,FBL0019013BL01EDIAM_20220709_2_MBL0011601,30.77222222
000001707568-3_0_2,ZCM1122127M,12,2022/2/22 05:28,2022/3/25 00:00,3,FBL0019013BL01EDIAM_20220709_2_MBL0011601,30.77222222
000001707568-4_0_0,ZCM1122127M,12,2022/3/2 05:28,2022/4/2 00:00,3,FBL0011016BL01EDIAM_20220716_2_MBL0011601,30.77222222
000001708980-1_0_0,ZCM1122127M,12,2022/2/14 05:28,2022/3/17 00:00,6,FBL0019013BL01EDIAM_20220702_2_MBL0011601,30.77222222
000001708980-1_0_1,ZCM1122127M,12,2022/2/14 05:28,2022/3/17 00:00,6,FBL0019013BL01EDIAM_20220702_2_MBL0011601,30.77222222
000001700404-1_0_0,ZUE1153123M,12,2022/2/3 05:53,2022/3/6 00:00,3,FTD0042012CF01SAISA_20220319_1_MTD0042201,30.75486111
000001700404-2_0_0,ZUE1153123M,12,2022/2/10 05:53,2022/3/13 00:00,3,FTD0042012CF01SAISA_20220402_1_MTD0042201,30.75486111
000001700404-3_0_0,ZUE1153123M,12,2022/2/10 05:53,2022/3/13 00:00,3,FTD0042012CF01FORSA_20220416_1_MTD0042201,30.75486111
000001706642-1_0_0,ZCM1138122M,12,2022/2/10 05:53,2022/3/13 00:00,3,FBL0027011BL01EDIAM_20220528_2_MBL0027101,30.75486111
000001706642-1_0_1,ZCM1138122M,12,2022/2/10 05:53,2022/3/13 00:00,3,FBL0028011BL01EDIAM_20220528_2_MBL0027101,30.75486111
000001706642-2_0_0,ZCM1138122M,12,2022/3/17 05:53,2022/4/17 00:00,3,FBL0027011BL01EDIAM_20220604_2_MBL0027101,30.75486111
000001706642-4_0_0,ZCM1123127M,12,2022/3/17 05:53,2022/4/17 00:00,3,FBL0012016BL01EDIAM_20220611_2_MBL0012601,30.75486111
000001706642-4_0_1,ZCM1123127M,12,2022/3/17 05:53,2022/4/17 00:00,3,FBL0020013BL01EDIAM_20220611_2_MBL0012601,30.75486111
000001706642-6_0_0,ZCM1123127M,12,2022/3/24 05:53,2022/4/24 00:00,3,FBL0020013BL01EDIAM_20220625_2_MBL0012601,30.75486111
000001706643-2_0_0,ZCM1122127M,12,2022/3/24 05:53,2022/4/24 00:00,3,FBL0019013BL01EDIAM_20220709_2_MBL0011601,30.75486111
000001706643-2_0_1,ZCM1122127M,12,2022/3/24 05:53,2022/4/24 00:00,3,FBL0011016BL01EDIAM_20220716_2_MBL0011601,30.75486111
000001706643-4_0_0,ZKB1336124M,12,2022/3/31 05:53,2022/5/1 00:00,3,FJA0225013JA03EDIAM_20220507_2_MJA0225301,30.75486111
000001706643-5_0_0,ZQI1223124M,12,2022/3/31 05:53,2022/5/1 00:00,3,FPH0112013PO01ATFAQ_20220423_2_MPH0112301,30.75486111
000001706643-6_0_0,ZQI1223124M,12,2022/3/31 05:53,2022/5/1 00:00,3,FPH0145011PO01ATFAQ_20220423_2_MPH0112301,30.75486111
000001709484-2_0_0,ZCM1142122M,12,2022/4/7 05:53,2022/5/8 00:00,3,FBL0035011BL01EDIAM_20220709_2_MBL0031101,30.75486111
000001709484-2_0_1,ZCM1142122M,12,2022/4/7 05:53,2022/5/8 00:00,3,FBL0031011BL01EDIAM_20220716_2_MBL0031101,30.75486111
000001709484-3_0_0,ZCM1142122M,12,2022/4/7 05:53,2022/5/8 00:00,3,FBL0033011BL01EDIAM_20220716_2_MBL0031101,30.75486111
000001709484-3_0_1,ZCM1142122M,12,2022/4/7 05:53,2022/5/8 00:00,3,FBL0035011BL01EDIAM_20220716_2_MBL0031101,30.75486111
000001709484-3_0_2,ZQI1120127M,12,2022/4/7 05:53,2022/5/8 00:00,3,FPH0113013PO01ATFAQ_20220611_2_MPH0019601,30.75486111
000001709484-4_0_0,ZQI1120127M,12,2022/4/14 05:53,2022/5/15 00:00,3,FPH0139012PO01ATFAQ_20220611_2_MPH0019601,30.75486111
000001709485-2_0_0,ZCM1125126M,12,2022/4/14 05:53,2022/5/15 00:00,3,FBL0014015BL01EDIAM_20220702_2_MBL0014501,30.75486111
000001709485-2_0_1,ZCM1125126M,12,2022/4/14 05:53,2022/5/15 00:00,3,FBL0014015BL01EDIAM_20220709_2_MBL0014501,30.75486111
000001709485-3_0_0,ZCM1125126M,12,2022/4/21 05:53,2022/5/22 00:00,3,FBL0014015BL01EDIAM_20220716_2_MBL0014501,30.75486111
000001709485-3_0_1,ZCM1125126M,12,2022/4/21 05:53,2022/5/22 00:00,3,FBL0014015BL01EDIAM_20220723_2_MBL0014501,30.75486111
000001709485-4_0_0,ZQI1223124M,12,2022/4/28 05:53,2022/5/29 00:00,3,FPH0112013PO01ATFAQ_20220430_2_MPH0112301,30.75486111
000001709486-2_0_0,ZQI1223124M,12,2022/4/28 05:53,2022/5/29 00:00,3,FPH0138012PO01ATFAQ_20220507_2_MPH0112301,30.75486111
000001709486-2_0_1,ZQI1223124M,12,2022/4/28 05:53,2022/5/29 00:00,3,FPH0140011PO01ATFAQ_20220507_2_MPH0112301,30.75486111
000001709486-3_0_0,ZQI1223124M,12,2022/5/5 05:53,2022/6/5 00:00,3,FPH0144011PO01ATFAQ_20220507_2_MPH0112301,30.75486111
000001709486-3_0_1,ZCM1123127M,12,2022/5/5 05:53,2022/6/5 00:00,3,FBL0020013BL01EDIAM_20220702_2_MBL0012601,30.75486111
000001709486-4_0_0,ZCM1123127M,12,2022/5/5 05:53,2022/6/5 00:00,3,FBL0020013BL01EDIAM_20220709_2_MBL0012601,30.75486111
000001708081-10_0_0,ZNM1173122M,12,2022/3/17 07:14,2022/4/17 00:00,1,FML0064011ML01EDIAM_20220730_2_MML0062101,30.69861111
000001708081-2_0_0,ZNM1173122M,12,2022/3/10 07:14,2022/4/10 00:00,1,FML0060011ML01EDIAM_20220723_2_MML0062101,30.69861111
000001708081-6_0_0,ZNM1173122M,12,2022/3/17 07:14,2022/4/17 00:00,1,FML0058011ML01EDIAM_20220730_2_MML0062101,30.69861111
000001708081-7_0_0,ZNM1173122M,12,2022/3/17 07:14,2022/4/17 00:00,1,FML0060011ML01EDIAM_20220730_2_MML0062101,30.69861111
000001708081-8_0_0,ZNM1173122M,12,2022/3/16 07:14,2022/4/16 00:00,1,FML0062011ML01EDIAM_20220730_2_MML0062101,30.69861111
000001700579-2_0_0,ZGS1179122M,12,2022/3/9 08:12,2022/4/9 00:00,4,FFR0068011FR01EDISA_20220423_2_MFR0068101,30.65833333
000001700579-2_0_1,ZGS1179122M,12,2022/3/9 08:12,2022/4/9 00:00,4,FFR0068011FR01EDISA_20220423_2_MFR0068101,30.65833333
000001700581-1_0_0,ZGS1179122M,12,2022/3/9 08:12,2022/4/9 00:00,4,FFR0068011FR01EDISA_20220423_2_MFR0068101,30.65833333
000001700581-3_0_0,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,4,FFR0068011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-1_0_0,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0068011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-1_0_1,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0068011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-2_0_0,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0072011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-2_0_1,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0072011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-2_0_2,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0072011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-2_0_3,ZGS1179122M,12,2022/3/23 08:12,2022/4/23 00:00,3,FFR0072011FR01EDISA_20220507_2_MFR0068101,30.65833333
000001709475-3_0_0,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0068011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-2_0_0,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0068011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-2_0_1,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0068011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-3_0_0,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0072011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-3_0_1,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0072011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-3_0_2,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0072011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001711632-3_0_3,ZGS1179122M,12,2022/3/30 08:12,2022/4/30 00:00,3,FFR0072011FR01EDISA_20220514_2_MFR0068101,30.65833333
000001702048-1_0_0,ZCN1101123M,12,2022/2/10 08:37,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,30.64097222
000001702048-1_0_1,ZCN1101123M,12,2022/2/10 08:37,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,30.64097222
000001702048-1_0_2,ZCN1101123M,12,2022/2/10 08:37,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,30.64097222
000001702048-1_0_3,ZCN1101123M,12,2022/2/10 08:37,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,30.64097222
000001702048-2_0_0,ZCN1101123M,12,2022/2/10 08:37,2022/3/13 00:00,3,FBM0090012BW01EDIAB_20220716_2_MBM0090201,30.64097222
